id,author,amount,date,Modified,Modified_Date,Memo
66e8354c-2d6e-46c8-bcf2-0f872da1e6a6,Netflix,19.07,August 7-2022 14:15:28,false,,
b95564fe-64ec-4ef8-96d9-5414328fc712,Hulu,12.07,August 7-2022 14:15:28,false,,
e7167267-901a-4293-bbd0-0eeb12aba7b3,CrunchyRoll,35.97,August 7-2022 14:15:28,false,,
